left_coordinate,+,m54071_180125_192928/68944332/ccs,3155
left_coordinate,+,m54071_180125_192928/27198326/ccs,2076
left_coordinate,+,m54071_180125_192928/53084800/ccs,1288
left_coordinate,+,m54071_180125_192928/19006209/ccs,2116
left_coordinate,+,m54071_180125_192928/28902147/ccs,5326
left_coordinate,+,m54071_180125_192928/64880997/ccs,4825
left_coordinate,+,m54071_180125_192928/52101350/ccs,2084
left_coordinate,+,m54071_180125_192928/51905364/ccs,3550
left_coordinate,+,m54071_180125_192928/56558509/ccs,2077
left_coordinate,+,m54071_180125_192928/63111379/ccs,1951
left_coordinate,+,m54071_180125_192928/17433236/ccs,2085
left_coordinate,+,m54071_180125_192928/58589967/ccs,1541
left_coordinate,+,m54071_180125_192928/49677119/ccs,4179
left_coordinate,+,m54071_180125_192928/32965133/ccs,1227
left_coordinate,+,m54071_180125_192928/44827041/ccs,4441
left_coordinate,+,m54071_180125_192928/50987718/ccs,973
left_coordinate,+,m54071_180125_192928/40305468/ccs,2078
left_coordinate,+,m54071_180125_192928/69796105/ccs,2095
left_coordinate,+,m54071_180125_192928/23068797/ccs,4821
left_coordinate,+,m54071_180125_192928/61735382/ccs,2732
left_coordinate,+,m54071_180125_192928/18547212/ccs,3477
left_coordinate,+,m54071_180125_192928/44827501/ccs,2121
left_coordinate,+,m54071_180125_192928/50987161/ccs,2678
left_coordinate,+,m54071_180125_192928/8716897/ccs,4323
left_coordinate,+,m54071_180125_192928/12845991/ccs,2087
left_coordinate,+,m54071_180125_192928/60686550/ccs,4871
left_coordinate,+,m54071_180125_192928/14090500/ccs,2092
left_coordinate,+,m54071_180125_192928/56426974/ccs,4841
left_coordinate,+,m54071_180125_192928/44565050/ccs,2094
left_coordinate,+,m54071_180125_192928/12648917/ccs,3199
left_coordinate,+,m54071_180125_192928/51184169/ccs,3310
left_coordinate,+,m54071_180125_192928/48562433/ccs,2757
left_coordinate,+,m54071_180125_192928/44761851/ccs,4643
left_coordinate,+,m54071_180125_192928/29425926/ccs,2091
left_coordinate,+,m54071_180125_192928/61473545/ccs,2460
left_coordinate,+,m54071_180125_192928/32506805/ccs,2519
left_coordinate,+,m54071_180125_192928/37094213/ccs,3044
left_coordinate,+,m54071_180125_192928/47186309/ccs,4335
left_coordinate,+,m54071_180125_192928/15074132/ccs,4826
left_coordinate,+,m54071_180125_192928/72155910/ccs,3724
left_coordinate,+,m54071_180125_192928/57802873/ccs,2123
left_coordinate,+,m54071_180125_192928/73990933/ccs,2096
left_coordinate,+,m54071_180125_192928/66388412/ccs,1377
left_coordinate,+,m54071_180125_192928/26149492/ccs,4833
left_coordinate,+,m54071_180125_192928/18284768/ccs,2651
left_coordinate,+,m54071_180125_192928/68092549/ccs,2127
left_coordinate,+,m54071_180125_192928/45417063/ccs,4282
left_coordinate,+,m54071_180125_192928/60948666/ccs,2573
left_coordinate,+,m54071_180125_192928/41681715/ccs,2196
left_coordinate,+,m54071_180125_192928/6816602/ccs,5261
left_coordinate,+,m54071_180125_192928/60555585/ccs,3178
left_coordinate,+,m54071_180125_192928/63832621/ccs,5941
left_coordinate,+,m54071_180125_192928/36962399/ccs,2127
left_coordinate,+,m54071_180125_192928/46072804/ccs,1007
left_coordinate,+,m54071_180125_192928/12386890/ccs,4204
left_coordinate,+,m54071_180125_192928/8782205/ccs,2115
left_coordinate,+,m54071_180125_192928/9109884/ccs,3052
left_coordinate,+,m54071_180125_192928/18809810/ccs,4886
left_coordinate,+,m54071_180125_192928/21037637/ccs,1153
left_coordinate,+,m54071_180125_192928/40304909/ccs,2093
left_coordinate,+,m54071_180125_192928/59507326/ccs,2088
left_coordinate,+,m54071_180125_192928/17694962/ccs,1049
left_coordinate,+,m54071_180125_192928/68289197/ccs,4331
left_coordinate,+,m54071_180125_192928/64618813/ccs,4016
left_coordinate,+,m54071_180125_192928/35127431/ccs,4408
left_coordinate,+,m54071_180125_192928/35520863/ccs,6651
left_coordinate,+,m54071_180125_192928/66519210/ccs,5481
left_coordinate,+,m54071_180125_192928/61210739/ccs,5659
left_coordinate,+,m54071_180125_192928/26411977/ccs,5542
left_coordinate,+,m54071_180125_192928/30474462/ccs,2084
left_coordinate,+,m54071_180125_192928/49939271/ccs,5778
left_coordinate,+,m54071_180125_192928/70189409/ccs,5471
left_coordinate,+,m54071_180125_192928/68092192/ccs,5113
left_coordinate,+,m54071_180125_192928/7209495/ccs,4669
left_coordinate,+,m54071_180125_192928/18481278/ccs,5432
left_coordinate,+,m54071_180125_192928/8389128/ccs,4171
left_coordinate,+,m54071_180125_192928/19267946/ccs,2134
left_coordinate,+,m54071_180125_192928/53674340/ccs,4899
left_coordinate,+,m54071_180125_192928/33555243/ccs,4187
left_coordinate,+,m54071_180125_192928/14418375/ccs,2163
left_coordinate,+,m54071_180125_192928/54395038/ccs,2280
left_coordinate,+,m54071_180125_192928/52167401/ccs,4227
left_coordinate,+,m54071_180125_192928/19202975/ccs,4709
left_coordinate,+,m54071_180125_192928/34734775/ccs,4328
left_coordinate,+,m54071_180125_192928/20447828/ccs,2307
left_coordinate,+,m54071_180125_192928/74384168/ccs,2866
left_coordinate,+,m54071_180125_192928/21954808/ccs,1289
left_coordinate,+,m54071_180125_192928/25886909/ccs,4412
left_coordinate,+,m54071_180125_192928/48824728/ccs,4260
left_coordinate,+,m54071_180125_192928/22217618/ccs,2285
left_coordinate,+,m54071_180125_192928/63636234/ccs,4251
left_coordinate,+,m54071_180125_192928/63963615/ccs,3884
left_coordinate,+,m54071_180125_192928/36700478/ccs,2107
left_coordinate,+,m54071_180125_192928/35193746/ccs,2085
left_coordinate,+,m54071_180125_192928/65011928/ccs,6107
left_coordinate,+,m54071_180125_192928/72351934/ccs,5790
left_coordinate,+,m54071_180125_192928/53019295/ccs,5080
left_coordinate,+,m54071_180125_192928/46793286/ccs,2088
left_coordinate,+,m54071_180125_192928/48628460/ccs,3726
left_coordinate,+,m54071_180125_192928/53870812/ccs,2857
left_coordinate,+,m54071_180125_192928/58590167/ccs,4314
left_coordinate,+,m54071_180125_192928/18612945/ccs,4393
left_coordinate,+,m54071_180125_192928/31850665/ccs,4343
left_coordinate,+,m54071_180125_192928/60687238/ccs,2109
left_coordinate,+,m54071_180125_192928/30933574/ccs,2690
left_coordinate,+,m54071_180125_192928/14746337/ccs,4815
left_coordinate,+,m54071_180125_192928/20119770/ccs,2274
left_coordinate,+,m54071_180125_192928/58327953/ccs,1721
left_coordinate,+,m54071_180125_192928/19399387/ccs,4476
left_coordinate,+,m54071_180125_192928/29818984/ccs,2099
left_coordinate,+,m54071_180125_192928/43974744/ccs,1385
left_coordinate,+,m54071_180125_192928/41943681/ccs,1337
left_coordinate,+,m54071_180125_192928/54133752/ccs,4165
left_coordinate,+,m54071_180125_192928/5767570/ccs,4292
left_coordinate,+,m54071_180125_192928/35980179/ccs,3922
left_coordinate,+,m54071_180125_192928/39780592/ccs,3744
left_coordinate,+,m54071_180125_192928/41812656/ccs,2081
left_coordinate,+,m54071_180125_192928/18940370/ccs,4425
left_coordinate,+,m54071_180125_192928/45745076/ccs,4333
left_coordinate,+,m54071_180125_192928/59442018/ccs,2733
left_coordinate,+,m54071_180125_192928/66978248/ccs,2088
left_coordinate,+,m54071_180125_192928/70517311/ccs,2083
left_coordinate,+,m54071_180125_192928/8979103/ccs,4037
left_coordinate,+,m54071_180125_192928/57213351/ccs,1716
left_coordinate,+,m54071_180125_192928/67371670/ccs,4411
left_coordinate,+,m54071_180125_192928/11206798/ccs,5486
left_coordinate,+,m54071_180125_192928/7602970/ccs,4814
left_coordinate,+,m54071_180125_192928/67765157/ccs,4933
left_coordinate,+,m54071_180125_192928/23659410/ccs,4379
left_coordinate,+,m54071_180125_192928/11534470/ccs,1024
left_coordinate,+,m54071_180125_192928/45547934/ccs,2172
left_coordinate,+,m54071_180125_192928/9241125/ccs,3519
left_coordinate,+,m54071_180125_192928/39452795/ccs,1723
left_coordinate,+,m54071_180125_192928/67371390/ccs,2266
left_coordinate,+,m54071_180125_192928/40501612/ccs,2114
left_coordinate,+,m54071_180125_192928/54394965/ccs,4245
left_coordinate,+,m54071_180125_192928/46531304/ccs,3893
left_coordinate,+,m54071_180125_192928/70386501/ccs,4716
left_coordinate,+,m54071_180125_192928/37683644/ccs,2081
left_coordinate,+,m54071_180125_192928/57016558/ccs,4390
left_coordinate,+,m54071_180125_192928/21365404/ccs,4369
left_coordinate,+,m54071_180125_192928/48955511/ccs,1805
left_coordinate,+,m54071_180125_192928/61801444/ccs,2526
left_coordinate,+,m54071_180125_192928/25100706/ccs,4324
left_coordinate,+,m54071_180125_192928/10551405/ccs,2674
left_coordinate,+,m54071_180125_192928/23331253/ccs,2102
left_coordinate,+,m54071_180125_192928/20381976/ccs,3282
left_coordinate,+,m54071_180125_192928/49021209/ccs,4878
left_coordinate,+,m54071_180125_192928/14877488/ccs,4391
left_coordinate,+,m54071_180125_192928/49414515/ccs,2513
left_coordinate,+,m54071_180125_192928/40370262/ccs,6599
left_coordinate,+,m54071_180125_192928/36700364/ccs,2084
left_coordinate,+,m54071_180125_192928/41484703/ccs,5169
left_coordinate,+,m54071_180125_192928/11141970/ccs,4969
left_coordinate,+,m54071_180125_192928/61997190/ccs,4376
left_coordinate,+,m54071_180125_192928/38404948/ccs,2086
left_coordinate,+,m54071_180125_192928/53412308/ccs,2089
left_coordinate,+,m54071_180125_192928/74318044/ccs,2078
left_coordinate,+,m54071_180125_192928/39518390/ccs,4337
left_coordinate,+,m54071_180125_192928/10945207/ccs,3803
left_coordinate,+,m54071_180125_192928/72024453/ccs,2011
left_coordinate,+,m54071_180125_192928/16384598/ccs,2703
left_coordinate,+,m54071_180125_192928/65208410/ccs,2090
left_coordinate,+,m54071_180125_192928/39650219/ccs,1225
left_coordinate,+,m54071_180125_192928/67961513/ccs,2078
left_coordinate,+,m54071_180125_192928/72221285/ccs,2358
left_coordinate,+,m54071_180125_192928/50201516/ccs,4395
left_coordinate,+,m54071_180125_192928/45220366/ccs,2080
left_coordinate,+,m54071_180125_192928/67567759/ccs,2970
left_coordinate,+,m54071_180125_192928/30015569/ccs,3755
left_coordinate,+,m54071_180125_192928/34931127/ccs,1327
left_coordinate,+,m54071_180125_192928/19071734/ccs,2514
left_coordinate,+,m54071_180125_192928/41878394/ccs,2102
left_coordinate,+,m54071_180125_192928/17039723/ccs,6479
left_coordinate,+,m54071_180125_192928/68682354/ccs,4250
left_coordinate,+,m54071_180125_192928/65733018/ccs,2107
left_coordinate,+,m54071_180125_192928/72876761/ccs,2091
left_coordinate,+,m54071_180125_192928/74907744/ccs,1611
left_coordinate,+,m54071_180125_192928/28312111/ccs,2170
left_coordinate,+,m54071_180125_192928/48431345/ccs,4439
left_coordinate,+,m54071_180125_192928/74449168/ccs,4381
left_coordinate,+,m54071_180125_192928/56492506/ccs,2115
left_coordinate,+,m54071_180125_192928/9306850/ccs,4842
left_coordinate,+,m54071_180125_192928/46661856/ccs,1763
left_coordinate,+,m54071_180125_192928/35651879/ccs,1601
left_coordinate,+,m54071_180125_192928/19989410/ccs,2100
left_coordinate,+,m54071_180125_192928/31720065/ccs,2088
left_coordinate,+,m54071_180125_192928/42861542/ccs,4705
left_coordinate,+,m54071_180125_192928/74776719/ccs,4854
left_coordinate,+,m54071_180125_192928/17498298/ccs,4819
left_coordinate,+,m54071_180125_192928/47317451/ccs,2264
left_coordinate,+,m54071_180125_192928/73728477/ccs,2092
left_coordinate,+,m54071_180125_192928/60883832/ccs,3429
left_coordinate,+,m54071_180125_192928/69272425/ccs,1133
left_coordinate,+,m54071_180125_192928/14352848/ccs,1284
left_coordinate,+,m54071_180125_192928/9044045/ccs,4808
left_coordinate,+,m54071_180125_192928/59310227/ccs,2096
left_coordinate,+,m54071_180125_192928/49808307/ccs,4703
left_coordinate,+,m54071_180125_192928/25952771/ccs,1452
left_coordinate,+,m54071_180125_192928/49742046/ccs,5449
left_coordinate,+,m54071_180125_192928/35193078/ccs,2125
left_coordinate,+,m54071_180125_192928/22544603/ccs,2133
left_coordinate,+,m54071_180125_192928/50266323/ccs,4221
left_coordinate,+,m54071_180125_192928/72221495/ccs,2088
left_coordinate,+,m54071_180125_192928/51184507/ccs,2459
left_coordinate,+,m54071_180125_192928/50200937/ccs,4394
left_coordinate,+,m54071_180125_192928/66781453/ccs,4832
left_coordinate,+,m54071_180125_192928/57868545/ccs,2492
left_coordinate,+,m54071_180125_192928/34603539/ccs,6032
left_coordinate,+,m54071_180125_192928/11206909/ccs,4217
left_coordinate,+,m54071_180125_192928/18285341/ccs,2088
left_coordinate,+,m54071_180125_192928/15663340/ccs,2093
left_coordinate,+,m54071_180125_192928/42402301/ccs,4830
left_coordinate,+,m54071_180125_192928/74711404/ccs,4528
left_coordinate,+,m54071_180125_192928/19071076/ccs,2647
left_coordinate,+,m54071_180125_192928/18481238/ccs,2096
left_coordinate,+,m54071_180125_192928/63570609/ccs,3087
left_coordinate,+,m54071_180125_192928/20120342/ccs,2084
left_coordinate,+,m54071_180125_192928/13501038/ccs,2102
left_coordinate,+,m54071_180125_192928/7602909/ccs,2092
left_coordinate,+,m54071_180125_192928/72024929/ccs,5001
left_coordinate,+,m54071_180125_192928/23200545/ccs,2108
left_coordinate,+,m54071_180125_192928/46072080/ccs,3058
left_coordinate,+,m54071_180125_192928/52756889/ccs,2119
left_coordinate,+,m54071_180125_192928/25166638/ccs,2112
left_coordinate,+,m54071_180125_192928/11534591/ccs,6661
left_coordinate,+,m54071_180125_192928/26280055/ccs,2171
left_coordinate,+,m54071_180125_192928/12124547/ccs,3594
left_coordinate,+,m54071_180125_192928/57737881/ccs,4822
left_coordinate,+,m54071_180125_192928/44696009/ccs,2224
left_coordinate,+,m54071_180125_192928/61997958/ccs,4376
left_coordinate,+,m54071_180125_192928/8847674/ccs,5471
left_coordinate,+,m54071_180125_192928/15925954/ccs,775
left_coordinate,+,m54071_180125_192928/51380658/ccs,4154
left_coordinate,+,m54071_180125_192928/13828302/ccs,2105
left_coordinate,+,m54071_180125_192928/56361766/ccs,2682
left_coordinate,+,m54071_180125_192928/58917336/ccs,4854
left_coordinate,+,m54071_180125_192928/28705353/ccs,1902
left_coordinate,+,m54071_180125_192928/74318093/ccs,4823
left_coordinate,+,m54071_180125_192928/71828248/ccs,3604
left_coordinate,+,m54071_180125_192928/52364065/ccs,2081
left_coordinate,+,m54071_180125_192928/47317378/ccs,6185
left_coordinate,+,m54071_180125_192928/43385124/ccs,5141
left_coordinate,+,m54071_180125_192928/42337126/ccs,5282
left_coordinate,+,m54071_180125_192928/24642079/ccs,4227
left_coordinate,+,m54071_180125_192928/51315239/ccs,5763
left_coordinate,+,m54071_180125_192928/15336253/ccs,4468
left_coordinate,+,m54071_180125_192928/7668287/ccs,4577
left_coordinate,+,m54071_180125_192928/74580131/ccs,2918
left_coordinate,+,m54071_180125_192928/34931497/ccs,2334
left_coordinate,+,m54071_180125_192928/74908474/ccs,5084
left_coordinate,+,m54071_180125_192928/35521466/ccs,2884
left_coordinate,+,m54071_180125_192928/15664056/ccs,6698
left_coordinate,+,m54071_180125_192928/25625061/ccs,2134
left_coordinate,+,m54071_180125_192928/36569374/ccs,2085
left_coordinate,+,m54071_180125_192928/46269128/ccs,3975
left_coordinate,+,m54071_180125_192928/32375247/ccs,771
left_coordinate,+,m54071_180125_192928/29098946/ccs,4204
left_coordinate,+,m54071_180125_192928/53543833/ccs,2230
left_coordinate,+,m54071_180125_192928/9962252/ccs,1874
left_coordinate,+,m54071_180125_192928/60556104/ccs,4191
left_coordinate,+,m54071_180125_192928/46006552/ccs,2380
left_coordinate,+,m54071_180125_192928/21693129/ccs,3568
left_coordinate,+,m54071_180125_192928/36176316/ccs,5287
left_coordinate,+,m54071_180125_192928/51971045/ccs,3149
left_coordinate,+,m54071_180125_192928/17039737/ccs,2101
left_coordinate,+,m54071_180125_192928/28050367/ccs,4591
left_coordinate,+,m54071_180125_192928/9503150/ccs,2136
left_coordinate,+,m54071_180125_192928/74646261/ccs,5435
left_coordinate,+,m54071_180125_192928/61276319/ccs,2631
left_coordinate,+,m54071_180125_192928/64946898/ccs,1813
left_coordinate,+,m54071_180125_192928/51774421/ccs,2141
left_coordinate,+,m54071_180125_192928/12255461/ccs,4832
